43,0,0,1,2,1,2,1
0,34,3,4,2,3,0,4
1,3,34,0,0,5,0,7
3,2,1,31,10,1,1,1
1,1,3,9,27,5,4,0
2,0,3,1,1,39,1,3
4,0,3,0,1,4,35,3
2,2,10,0,0,4,0,32
